HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject,,,,,,,,,,
3JYPJ2TAYI87MRVADYCSDG8F860FP0,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:35 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:35 PDT 2020,,,3R2PKQ87NW8NXZYGCTVMOTMXNI2IM8,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:37 PDT 2020,Tue Jul 07 06:41:39 PDT 2020,Fri Jul 10 06:41:39 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-1-314463.nxml,1,Several mechanisms may contribute to regional differences in vertebrate pigmentation.,mechanisms,8,18,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3PKVGQTFIHKYYVSKVG857WFAFZERY1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:14 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:14 PDT 2020,,,358010RM5ET3DHHKP7WEEZSP2OIVX2,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:40 PDT 2020,Tue Jul 07 06:41:42 PDT 2020,Fri Jul 10 06:41:42 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-4-1449899.nxml,4,"To investigate the role of this protein during mouse development, we generated a conditionally deleted allele of the Atrx gene in mouse embryonic stem (ES) cells, and used these cells to examine the effect of ablating expression of the full-length Atrx protein in ES cells and in mouse embryos.",embryos,770,777,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3IZVJEBJ6AK5H245ZE7QA8XGP64Z62,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:11 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:11 PDT 2020,,,3NKQQ8O39Y5P2WN3THLXO6NE8ZXDUT,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:42 PDT 2020,Tue Jul 07 06:41:44 PDT 2020,Fri Jul 10 06:41:44 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,14,"The morphological differences in alphaA/BKO lenses, compared to age matched wild type lenses, were consistent with the hypothesis that alpha-crystallin plays an active role in the differentiation and growth of lens fiber cells.",age,2429,2432,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3WRKFXQBOB7L5WP15TEWT4EJS3VYI4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:00 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:00 PDT 2020,,,33L7PJKHCGYYLOCNC4K7XINBEUTT8C,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:45 PDT 2020,Tue Jul 07 06:41:47 PDT 2020,Fri Jul 10 06:41:47 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Dev Biol-6-_-1435744.nxml,8,"Although our results in the immunoprecipitation assay demonstrated that the N-terminal constructs lacking a SAM domain still interact with each other, these results do not fit into the head-to-tail polymer model.",assay,1229,1234,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3BFF0DJK8XCEIOT30ZLBPPSRMZFTS2,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:02 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:02 PDT 2020,,,34S6N1K2ZVJ3VM5B6ZCMO46TN0XLHG,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:47 PDT 2020,Tue Jul 07 06:41:50 PDT 2020,Fri Jul 10 06:41:50 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-34-13-1540739.nxml,9,"These data demonstrate that marker-free RMCE is very efficient in ES cells and allows germline transmission of a targeted mutation (see Figure 1, path A).",transmission,1150,1162,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3PKVGQTFIHKYYVSKVG857WFAFZEYR8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:04 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:04 PDT 2020,,,3Z2R0DQ0JHELAQS16SMBO5A7PKEE24,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:50 PDT 2020,Tue Jul 07 06:41:52 PDT 2020,Fri Jul 10 06:41:52 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-4-6-1475681.nxml,6,"Antagonism of WNT signals may be a multistep process involving both the transcriptional down-regulation of      Wnt4 observed in this study and the destabilization of downstream Wnt intracellular pathways that antagonize SOX9 expression, as shown in chondrocyte differentiation [     49], or that compete for intracellular signal transducers as has been reported in other systems [     50,     51].",systems,949,956,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3K8CQCU3KE19US5SN890DFPK3UPWNJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:11 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:11 PDT 2020,,,3LOTDFNYA7ZZSKQ4FNVOUUBW5SOWFM,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:53 PDT 2020,Tue Jul 07 06:41:55 PDT 2020,Fri Jul 10 06:41:55 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,Genome Biol-4-11-329117.nxml,3,"Wang, Axel and coworkers have shown that an artificial transgenic olfactory receptor gene containing two nonsense mutations can support development of an olfactory neuron, but that pseudogene-expressing neurons fail to converge on a glomerulus in the olfactory bulb [45].",Axel,443,447,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3B9J25CZ25DXW7RSEDQL0FSNYDFSCI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:19 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:19 PDT 2020,,,38F5OAUN5NC4G1G925BC5ZOSSGSH73,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:56 PDT 2020,Tue Jul 07 06:41:58 PDT 2020,Fri Jul 10 06:41:58 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-3-6-1904370.nxml,3,"Analysis of these data showed a single genomic region with significant linkage to disease, providing a two-point LOD score of 5.13 at marker 20.",linkage,368,375,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3ROUCZ907FUJ74W2X1I3BAC3Q2VOOE,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:05 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:05 PDT 2020,,,30MVJZJNHMD4LQZS52CHV8VD0YKJ9M,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:41:58 PDT 2020,Tue Jul 07 06:42:00 PDT 2020,Fri Jul 10 06:42:00 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med-2-_-394351.nxml,10,"On the other hand, since feeding is intermittent, a slow, but continuous secretion during post-prandial periods could easily negate any mild temporary increase in tissue and plasma plant sterol levels in heterozygous animals.",plant,1808,1813,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3I7SHAD35MWOMVJR3ZMO8K135D6M77,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:07 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:07 PDT 2020,,,3QRYMNZ7FYHJOVZRI69QFFD63PSTN0,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:00 PDT 2020,Tue Jul 07 06:42:02 PDT 2020,Fri Jul 10 06:42:02 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-5-1110896.nxml,3,"But whether the orderly expression and activity of transcriptional programs at much later developmental stages, well after cell cycle exit, is an essential step in the progression of neuronal differentiation and circuit assembly has yet to be resolved.",programs,549,557,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
374UMBUHN5PYB7473DVBAKO90WTTC8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:55 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:55 PDT 2020,,,3Y54SXRO1LLWJLJ0F7LCTA50BLLTUS,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:02 PDT 2020,Tue Jul 07 06:42:04 PDT 2020,Fri Jul 10 06:42:04 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1208879.nxml,1,"PST domain, proline-, serine- and threonine-rich domain; PSD, post-synaptic density; PCR, polymerase chain reaction.",reaction,107,115,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3JY0Q5X05J67NEY6LZSN1SUZ8UDGGW,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:48 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:48 PDT 2020,,,3X4MXAO0BGOWVAVD6IVIBJPF8GZWRH,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:04 PDT 2020,Tue Jul 07 06:42:06 PDT 2020,Fri Jul 10 06:42:06 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-3-4-1074790.nxml,4,"Similarly, cardiac performance of PGC-1Œ±‚àí/‚àí mice was compromised following severe exertion.",exertion,522,530,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3HJ1EVZS2OJXISVW6VFFH2JX6YJR3V,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:59 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:59 PDT 2020,,,3SUWZRL0MYD9SRB2TUYEEIRJ5PGE6L,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:06 PDT 2020,Tue Jul 07 06:42:08 PDT 2020,Fri Jul 10 06:42:08 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-5-7-1914394.nxml,2,"Its development proceeds through three overlapping steps starting with retinal progenitor cell (RPC) proliferation, followed by birth of post-mitotic retinal transition cells (RTCs, also referred to as precursors), and ending with terminal differentiation of seven major cell types (Figure 1A) [1].",steps,128,133,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3CZH926SICETRK9VK30YS0CK59Q4EH,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:14 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:14 PDT 2020,,,3GDTJDAPVUBU8TM337JVB4SJKMXM84,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:08 PDT 2020,Tue Jul 07 06:42:11 PDT 2020,Fri Jul 10 06:42:11 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Genet-6-_-1181811.nxml,2,"Although specific receptors, enzymes and channels have been implicated in the transduction of bitter stimuli, how interactions of bitter stimuli with taste receptor cells lead to cellular activation and signaling to the central nervous system is still poorly understood.",enzymes,146,153,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
37SOB9Z0SSXMFU0J1BIJVQAY06V3LI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:02 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:02 PDT 2020,,,33PPUNGG3850P50IH5FPANJXPI3RZ2,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:11 PDT 2020,Tue Jul 07 06:42:13 PDT 2020,Fri Jul 10 06:42:13 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-1-2-1193530.nxml,1,ETF reduction assays of liver homogenates were performed to characterize the MCAD‚àí/‚àí mice at the enzymatic level.,reduction,4,13,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3126F2F5F83FGDVEINSMVYNFW5LPES,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:21 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:21 PDT 2020,,,3GGAI1SQEVYWKWCGKJZ0DQO2ADIMCA,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:14 PDT 2020,Tue Jul 07 06:42:16 PDT 2020,Fri Jul 10 06:42:16 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Biol-2-10-509410.nxml,4,These progressive changes in oxidative capacity in conjunction with eventual changes in type I muscle fiber lead to a dramatically improved exercise profile and protection against obesity.,exercise,871,879,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3LN50BUKPVBTMJ56Z9FQ8TDZ52MLPB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:57 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:57 PDT 2020,,,30H4UDGLT2IFELLKPOL6XQN99WXPMR,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:28 PDT 2020,Tue Jul 07 06:42:31 PDT 2020,Fri Jul 10 06:42:31 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Ophthalmol-3-_-149350.nxml,4,"If lack of protection from light-induced damage was the major factor affecting the changes in these lenses, then the bulk of the damage should have resided along the visual axis, particularly in the central anterior epithelium and subcapsular cortex in the 5 wk lenses, but this was not the case.",case,867,871,Very Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
36BTXXLZ2V8I0OE069KYR7B3KYFR4G,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:59 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:59 PDT 2020,,,3ATTHHXXWAOYRBXKQ0XVZA2VUMMXI7,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:31 PDT 2020,Tue Jul 07 06:42:35 PDT 2020,Fri Jul 10 06:42:35 PDT 2020,,,,4,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-9-1584259.nxml,5,"While the heterozygous knockout mice for Apc develop adenomatous polyps predominantly in small intestine, the homozygous embryos die before gastrulation.",polyps,765,771,Neutral,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
368IUKXGA58B3Y2ZC59OJAV2F7XP67,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:17 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:17 PDT 2020,,,3VHP9MDGRNKQEMKZYWVNI04TDC7CFU,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:35 PDT 2020,Tue Jul 07 06:42:38 PDT 2020,Fri Jul 10 06:42:38 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Neurosci-6-_-1087847.nxml,6,For example the nucleocytoplasmic compartmentalization of Annexin A2 is controlled by sequestration of the AnxA2/p11 complex modulated by phosphorylation and by a nuclear export signal found in the AnxA2 3‚Äì12 region [33].,signal,734,740,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3MDKGGG61QN9VQV6TMI8OKWZ4AIT6G,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:24:53 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:24:53 PDT 2020,,,39GAF6DQWR0VNGWRIEB7JQOOX941VH,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:38 PDT 2020,Tue Jul 07 06:42:40 PDT 2020,Fri Jul 10 06:42:40 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Med-2-_-394351.nxml,5,"Another prediction, based upon the enzyme and mRNA levels in knockout mice, is that if these mice are placed on a high cholesterol/high sitosterol diet, they may show significant accumulation of both sterols in the body.",levels,756,762,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3GS542CVJVNUS7MEQX3M5EHNE8595H,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:18 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:18 PDT 2020,,,3QL2OFSM96I22EXGWKE0Q5D2F3TCN1,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:40 PDT 2020,Tue Jul 07 06:42:42 PDT 2020,Fri Jul 10 06:42:42 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,BMC Evol Biol-4-_-441373.nxml,4,"Thus, during the evolution of vertebrates, subsequent successive duplications of the ancestral gene cluster have given rise to three TACC family members located close to FGFR genes in humans.",rise,745,749,Very Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3BC9H1KCYUC36R96UAIBUVNR7ETYWB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:06 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:06 PDT 2020,,,3HL8HNGX451OGODWMCLWGA3L7R4F9G,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:43 PDT 2020,Tue Jul 07 06:42:45 PDT 2020,Fri Jul 10 06:42:45 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-11-1657042.nxml,5,"Among histone chaperones, chromatin assembly factor 1 (CAF-1) is a three-subunit (p150, p60, and p48) complex which promotes histone H3 and H4 deposition onto newly synthesized DNA during replication or DNA repair [9,10].",chaperones,856,866,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3D0LPO3EABZV1I043OR1D1A54CUOYP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:13 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:13 PDT 2020,,,35K3O9HUABD5BK4DUN1I8O4WYOKFEQ,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:45 PDT 2020,Tue Jul 07 06:42:47 PDT 2020,Fri Jul 10 06:42:47 PDT 2020,,,,2,99% (388/391),100% (315/315),100% (315/315),biomed,PLoS Genet-2-10-1626108.nxml,3,"The specific interaction of RanBP2 with a diverse set of partners likely reflects a pleiotropic role of RanBP2 in cell function, possibly through the integration of multiple pathways.",set,516,519,Easy,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
3OB6JN3A9QPY4E36CDKUD1S36P0RMB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 06:25:08 PDT 2020,10,BatchId:4106813;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 06:25:08 PDT 2020,,,3SNVL38CI4S1U8CDZ7MKYDWYL8OKC4,AU3EV1ZS4045M,Submitted,Tue Jul 07 06:42:47 PDT 2020,Tue Jul 07 06:42:50 PDT 2020,Fri Jul 10 06:42:50 PDT 2020,,,,3,99% (388/391),100% (315/315),100% (315/315),biomed,Nucleic Acids Res-33-9-1140370.nxml,1,"In this report, in order to clarify the mode of action of the Mcm helicase and obtain insight into how it may function at the replication forks in vivo, we have conducted detailed analyses of helicase action and DNA binding of mouse Mcm4/6/7 helicase using various forked and bubble substrate DNAs.",substrate,283,292,Difficult,,Time taken is too short to have fully read sentences and located words in context.,,,,,,,,,,
